net,length_um
net497,5.52
net509,5.52
net513,5.52
net556,5.52
net575,5.52
net580,5.52
net585,5.52
net586,5.52
net589,5.52
net594,5.52
net596,5.52
net601,5.52
net604,5.52
net611,5.52
net628,5.52
net630,5.52
net632,5.52
net636,5.52
net638,5.52
net643,5.52
net656,5.52
net666,5.52
net672,5.52
net674,5.52
net678,5.52
net681,5.52
net685,5.52
net696,5.52
net697,5.52
net705,5.52
net706,5.52
net710,5.52
net712,5.52
net731,5.52
net733,5.52
net736,5.52
net739,5.52
net742,5.52
net746,5.52
net748,5.52
net749,5.52
net750,5.52
net761,5.52
net765,5.52
net767,5.52
net777,5.52
net781,5.52
net787,5.52
net790,5.52
net791,5.52
net800,5.52
net809,5.52
net811,5.52
net816,5.52
net821,5.52
net824,5.52
net828,5.52
net832,5.52
net833,5.52
net838,5.52
net841,5.52
net845,5.52
net854,5.52
net860,5.52
net861,5.52
net863,5.52
net865,5.52
net866,5.52
net869,5.52
net870,5.52
net873,5.52
net875,5.52
net879,5.52
net889,5.52
net890,5.52
net897,5.52
net899,5.52
net911,5.52
net913,5.52
net939,5.52
net942,5.52
net945,5.52
net946,5.52
net948,5.52
net949,5.52
net953,5.52
net954,5.52
net960,5.52
net965,5.52
net966,5.52
net967,5.52
net968,5.52
net973,5.52
net978,5.52
net986,5.52
net987,5.52
net994,5.52
net997,5.52
net999,5.52
net1000,5.52
net1006,5.52
net1008,5.52
net1009,5.52
net1025,5.52
net1037,5.52
net1046,5.52
net1048,5.52
net1056,5.52
net1062,5.52
net1065,5.52
net1074,5.52
net1077,5.52
net1078,5.52
net1081,5.52
net1093,5.52
net1098,5.52
net1099,5.52
net1107,5.52
net1108,5.52
net1132,5.52
net1137,5.52
net1140,5.52
net1163,5.52
net1170,5.52
net1172,5.52
net1181,5.52
net1184,5.52
net1186,5.52
net1188,5.52
net1192,5.52
net1193,5.52
net1196,5.52
net1197,5.52
net1200,5.52
net1204,5.52
net1205,5.52
net1213,5.52
net1218,5.52
net1221,5.52
net1222,5.52
net1226,5.52
net1230,5.52
net1231,5.52
net1253,5.52
net1254,5.52
net1261,5.52
net1264,5.52
net1277,5.52
net1279,5.52
net1280,5.52
net1291,5.52
net1292,5.52
net1294,5.52
net1297,5.52
net1298,5.52
net1316,5.52
net1323,5.52
net1325,5.52
net1330,5.52
net1335,5.52
net1350,5.52
net1353,5.52
net1360,5.52
net1369,5.52
net1376,5.52
net1380,5.52
net1381,5.52
net1383,5.52
net1384,5.52
net1385,5.52
net1389,5.52
net1397,5.52
net1400,5.52
net1402,5.52
net1418,5.52
net1421,5.52
net1422,5.52
net1423,5.52
net1428,5.52
net1429,5.52
net1430,5.52
net1432,5.52
net1436,5.52
net1448,5.52
net1449,5.52
net1453,5.52
net1456,5.52
net1470,5.52
net1474,5.52
net1477,5.52
net1481,5.52
net1483,5.52
net1502,5.52
net1504,5.52
net1505,5.52
net1514,5.52
net1520,5.52
net1521,5.52
net1527,5.52
net1547,5.52
net1548,5.52
net1555,5.52
net1556,5.52
net1563,5.52
net1570,5.52
net1576,5.52
net1584,5.52
net1585,5.52
net1591,5.52
net1600,5.52
net1613,5.52
net1623,5.52
net1624,5.52
net1633,5.52
net1639,5.52
net1653,5.52
_00511_,5.505
_00779_,5.505
_01289_,5.505
_02334_,5.5
_00899_,5.48
_02863_,5.48
_05712_,5.48
_06501_,5.48
_07148_,5.48
_02188_,5.46
_05963_,5.46
net1029,5.46
_00425_,5.455
_00214_,5.445
_06532_,5.44
_00637_,5.435
_01044_,5.435
_02845_,5.42
_05024_,5.42
mem_wstrb[2],5.41
pcpi_rs1[0],5.41
_02557_,5.4
_02824_,5.4
_02906_,5.4
_03191_,5.4
_03195_,5.4
_03348_,5.4
_03778_,5.4
_04024_,5.4
_04358_,5.4
_05710_,5.4
_05918_,5.4
_05950_,5.4
_06484_,5.4
net1580,5.4
net1632,5.4
_00668_,5.38
_00821_,5.38
_01600_,5.38
_01710_,5.38
_01897_,5.38
_01959_,5.38
_01967_,5.38
_02152_,5.38
_02387_,5.38
_03198_,5.38
_03550_,5.38
_03608_,5.38
_03999_,5.38
_04283_,5.38
_04357_,5.38
_04412_,5.38
_04415_,5.38
_04639_,5.38
_04651_,5.38
_04715_,5.38
_04773_,5.38
_04926_,5.38
_05007_,5.38
_05412_,5.38
_05475_,5.38
_06042_,5.38
_06233_,5.38
_06909_,5.38
_07138_,5.38
_07235_,5.38
_07350_,5.38
_07352_,5.38
_07573_,5.38
alu_out_q\[13\],5.38
alu_out_q\[23\],5.38
net466,5.38
net483,5.38
net1311,5.38
_00110_,5.375
_00802_,5.365
_01720_,5.36
_03033_,5.36
_05225_,5.36
_07043_,5.36
net760,5.36
_00673_,5.345
_01143_,5.345
_01264_,5.345
_01436_,5.345
_07609_,5.345
_00813_,5.34
_00869_,5.34
_01560_,5.34
_01696_,5.34
_01701_,5.34
_01769_,5.34
_01837_,5.34
_01871_,5.34
_01939_,5.34
_02252_,5.34
_03210_,5.34
_03332_,5.34
_03444_,5.34
_03884_,5.34
_04619_,5.34
_04700_,5.34
_04801_,5.34
_05010_,5.34
_05209_,5.34
_05411_,5.34
_05448_,5.34
_05757_,5.34
_05928_,5.34
_05989_,5.34
_06221_,5.34
_06303_,5.34
_06378_,5.34
_06600_,5.34
_06627_,5.34
_06632_,5.34
_06648_,5.34
_06724_,5.34
_07012_,5.34
_07094_,5.34
_07220_,5.34
_07238_,5.34
_02167_,5.32
_00888_,5.315
_00130_,5.305
_00331_,5.305
_00504_,5.305
_00582_,5.305
_00703_,5.305
_00734_,5.305
_00848_,5.305
_01129_,5.305
_01307_,5.305
_01408_,5.305
_01444_,5.305
_02847_,5.295
net276,5.29
net283,5.29
mem_rdata[6],5.29
_00499_,5.28
_00942_,5.28
_01961_,5.28
_03037_,5.28
_04282_,5.28
_04649_,5.28
_04704_,5.28
_05083_,5.28
_05106_,5.28
_05208_,5.28
_05312_,5.28
_07251_,5.28
_07401_,5.28
net1057,5.28
_01570_,5.26
_01770_,5.26
_01859_,5.26
_01931_,5.26
_01962_,5.26
_02048_,5.26
_02073_,5.26
_02401_,5.26
_02721_,5.26
_02858_,5.26
_02925_,5.26
_02964_,5.26
_03132_,5.26
_03147_,5.26
_03694_,5.26
_03753_,5.26
_03825_,5.26
_03994_,5.26
_03996_,5.26
_04113_,5.26
_04131_,5.26
_04585_,5.26
_04722_,5.26
_04837_,5.26
_05032_,5.26
_05095_,5.26
_05124_,5.26
_05132_,5.26
_05215_,5.26
_05261_,5.26
_05420_,5.26
_05636_,5.26
_06203_,5.26
_06266_,5.26
_06403_,5.26
_06479_,5.26
_06717_,5.26
_06723_,5.26
_06755_,5.26
_06932_,5.26
_06943_,5.26
_06992_,5.26
_07046_,5.26
_07061_,5.26
_07291_,5.26
_07564_,5.26
net789,5.26
net914,5.26
net1150,5.26
net1157,5.26
_00675_,5.245
_07594_,5.245
_01448_,5.24
_04291_,5.24
_01734_,5.22
_01784_,5.22
_01921_,5.22
_02049_,5.22
_02659_,5.22
_02806_,5.22
_03283_,5.22
_03559_,5.22
_03564_,5.22
_04162_,5.22
_04552_,5.22
_04650_,5.22
_04693_,5.22
_05027_,5.22
_05188_,5.22
_05335_,5.22
_05348_,5.22
_05484_,5.22
_05869_,5.22
_05901_,5.22
_06187_,5.22
_06227_,5.22
_06448_,5.22
_06466_,5.22
_06631_,5.22
_06840_,5.22
_07028_,5.22
_07035_,5.22
_07231_,5.22
_07465_,5.22
_07480_,5.22
_07549_,5.22
net891,5.22
net1439,5.22
mem_addr[31],5.19
mem_la_addr[30],5.19
mem_la_wstrb[0],5.19
mem_la_wstrb[3],5.19
mem_wdata[11],5.19
mem_wdata[24],5.19
mem_wdata[25],5.19
mem_wdata[2],5.19
pcpi_rs2[14],5.19
_00706_,5.18
_00405_,5.165
_01122_,5.165
_01248_,5.165
_01284_,5.165
_00148_,5.16
_00433_,5.16
_00635_,5.16
_00849_,5.16
_00900_,5.16
_00926_,5.16
_01022_,5.16
_01331_,5.16
_01420_,5.16
_01494_,5.16
_02825_,5.16
_03459_,5.16
_03913_,5.16
_06122_,5.16
_06405_,5.16
_06739_,5.16
_07315_,5.16
net419,5.16
net529,5.16
net645,5.16
net660,5.16
net711,5.16
net935,5.16
net1299,5.16
net1590,5.16
_01426_,5.145
_02761_,5.14
_02960_,5.14
_02970_,5.14
_03761_,5.14
_05708_,5.14
_06060_,5.14
_06714_,5.14
net785,5.14
_02045_,5.12
_02862_,5.12
net976,5.12
net1382,5.12
net1592,5.12
_00664_,5.115
_00304_,5.095
_00407_,5.095
_00497_,5.085
_00679_,5.085
_00939_,5.085
net592,5.085
mem_addr[12],5.07
mem_la_addr[29],5.07
pcpi_rs1[31],5.07
pcpi_rs2[11],5.07
pcpi_rs2[13],5.07
pcpi_rs2[27],5.07
trap,5.07
_00105_,5.065
_04037_,5.06
_04326_,5.06
_05706_,5.06
_05968_,5.06
_06525_,5.06
_07185_,5.06
net409,5.06
net421,5.06
net435,5.06
net452,5.06
net487,5.06
net1075,5.06
net1235,5.06
net1508,5.06
net1572,5.06
_01080_,5.045
_01531_,5.045
_02300_,5.04
_03049_,5.04
_03378_,5.04
_07136_,5.04
_07332_,5.04
net1129,5.04
_02924_,5.02
_03084_,5.02
_04559_,5.02
_06186_,5.02
_07296_,5.02
net1051,5.02
net1097,5.02
_01402_,5.015
_07602_,5.005
_02336_,5
_04149_,5
_05720_,5
_07057_,5
_00392_,4.985
_01152_,4.985
_01278_,4.985
_01538_,4.985
_02520_,4.98
_00486_,4.975
_01068_,4.975
_01069_,4.975
_00609_,4.965
_00861_,4.965
_00892_,4.965
_00090_,4.94
_02179_,4.94
_02537_,4.94
_02768_,4.94
_02856_,4.94
_03022_,4.94
_04276_,4.94
_04436_,4.94
_04445_,4.94
_04708_,4.94
_04763_,4.94
_04862_,4.94
_05490_,4.94
_05786_,4.94
_01140_,4.925
_00018_,4.92
_00079_,4.92
_00831_,4.92
_00902_,4.92
_01564_,4.92
_01646_,4.92
_01693_,4.92
_01809_,4.92
_01824_,4.92
_01870_,4.92
_01882_,4.92
_01888_,4.92
_01909_,4.92
_02109_,4.92
_02123_,4.92
_02500_,4.92
_02507_,4.92
_02651_,4.92
_02773_,4.92
_02780_,4.92
_03292_,4.92
_04064_,4.92
_04202_,4.92
_04309_,4.92
_04366_,4.92
_04694_,4.92
_04848_,4.92
_04973_,4.92
_04997_,4.92
_05227_,4.92
_05235_,4.92
_05339_,4.92
_05373_,4.92
_05375_,4.92
_05456_,4.92
_05565_,4.92
_06354_,4.92
_06456_,4.92
_06471_,4.92
_06923_,4.92
_07446_,4.92
_07478_,4.92
_07570_,4.92
net472,4.92
net538,4.92
_01244_,4.915
_00686_,4.905
_00690_,4.905
_01023_,4.905
_07596_,4.905
_00369_,4.9
_03157_,4.9
_03777_,4.9
_04455_,4.9
_05808_,4.9
_07209_,4.9
_07214_,4.9
_00056_,4.885
_00152_,4.885
_00268_,4.885
_00440_,4.885
_00870_,4.885
_01425_,4.885
_01464_,4.885
_01810_,4.88
_02124_,4.88
_02715_,4.88
_03260_,4.88
_03530_,4.88
_03927_,4.88
_04091_,4.88
_04098_,4.88
_04138_,4.88
_04165_,4.88
_04841_,4.88
_05068_,4.88
_05145_,4.88
_05178_,4.88
_05396_,4.88
_05471_,4.88
_05538_,4.88
_05621_,4.88
_05689_,4.88
_05779_,4.88
_06399_,4.88
_06820_,4.88
_07014_,4.88
_07111_,4.88
_07270_,4.88
_07313_,4.88
_07360_,4.88
_07431_,4.88
_07461_,4.88
decoded_rd\[3\],4.88
net264,4.85
net270,4.85
net253,4.85
mem_la_addr[3],4.85
mem_la_wdata[14],4.85
mem_wdata[23],4.85
mem_wdata[30],4.85
net295,4.85
net298,4.85
net293,4.85
pcpi_rs1[9],4.85
pcpi_rs2[24],4.85
net317,4.85
net353,4.85
_00147_,4.845
_00216_,4.845
_00257_,4.845
_00320_,4.845
_00607_,4.845
_00625_,4.845
_00845_,4.845
_01324_,4.845
_01339_,4.845
_01341_,4.845
_01351_,4.845
_01370_,4.845
_01423_,4.845
_01479_,4.845
alu_out\[26\],4.845
_00628_,4.84
_01205_,4.82
_01869_,4.82
_02128_,4.82
_02248_,4.82
_02511_,4.82
_02797_,4.82
_02808_,4.82
_02809_,4.82
_02854_,4.82
_02905_,4.82
_03254_,4.82
_03288_,4.82
_05340_,4.82
_05915_,4.82
_06027_,4.82
_06096_,4.82
_06196_,4.82
_06610_,4.82
_06649_,4.82
_06898_,4.82
_06924_,4.82
_07204_,4.82
_07239_,4.82
_07260_,4.82
_07276_,4.82
_07297_,4.82
_07579_,4.82
_00526_,4.805
_00612_,4.805
_01249_,4.805
_01610_,4.8
_01642_,4.8
_01813_,4.8
_01816_,4.8
_01834_,4.8
_01862_,4.8
_01906_,4.8
_01914_,4.8
_01945_,4.8
_02000_,4.8
_02008_,4.8
_02095_,4.8
_02408_,4.8
_03069_,4.8
_03171_,4.8
_03485_,4.8
_03493_,4.8
_03566_,4.8
_04187_,4.8
_04409_,4.8
_04438_,4.8
_04583_,4.8
_04648_,4.8
_04681_,4.8
_04685_,4.8
_04774_,4.8
_04847_,4.8
_04931_,4.8
_04939_,4.8
_04989_,4.8
_05082_,4.8
_05133_,4.8
_05147_,4.8
_05191_,4.8
_05226_,4.8
_05279_,4.8
_05337_,4.8
_05604_,4.8
_05851_,4.8
_05868_,4.8
_05893_,4.8
_05992_,4.8
_06171_,4.8
_06366_,4.8
_06373_,4.8
_06611_,4.8
_06803_,4.8
_06900_,4.8
_06948_,4.8
_06974_,4.8
_07017_,4.8
_07130_,4.8
_07165_,4.8
_07186_,4.8
_07502_,4.8
_07511_,4.8
net533,4.8
net752,4.8
net796,4.8
net981,4.8
net1215,4.8
net1288,4.8
net1302,4.8
net1455,4.8
net1546,4.8
net1588,4.8
_00862_,4.785
_00863_,4.785
_01445_,4.785
_01493_,4.785
_01503_,4.785
_02477_,4.78
_03470_,4.78
_06961_,4.78
_01627_,4.76
_01706_,4.76
_01943_,4.76
_02071_,4.76
_02416_,4.76
_03212_,4.76
_03270_,4.76
_03556_,4.76
_03562_,4.76
_03929_,4.76
_04856_,4.76
_04938_,4.76
_04972_,4.76
_05023_,4.76
_05088_,4.76
_05158_,4.76
_05232_,4.76
_05300_,4.76
_05826_,4.76
_06016_,4.76
_06238_,4.76
_06771_,4.76
_06811_,4.76
_07064_,4.76
_07406_,4.76
net498,4.76
_00815_,4.755
_04798_,4.735
mem_addr[26],4.73
mem_la_addr[27],4.73
mem_la_addr[2],4.73
mem_rdata[12],4.73
mem_rdata[4],4.73
_00615_,4.725
_01223_,4.725
_00062_,4.72
_00174_,4.72
_00796_,4.72
_01154_,4.72
_05909_,4.71
_00359_,4.7
_00411_,4.7
_00465_,4.7
_01204_,4.7
_01265_,4.7
_01361_,4.7
_01460_,4.7
_04007_,4.7
_06333_,4.7
alu_out_q\[28\],4.7
net620,4.7
net1069,4.7
net1120,4.7
net1332,4.7
net1529,4.7
_04078_,4.685
_01849_,4.68
_02331_,4.68
_02333_,4.68
_02568_,4.68
_02794_,4.68
_05081_,4.68
_05185_,4.68
_05578_,4.68
_06076_,4.68
net910,4.68
net1123,4.68
_00104_,4.675
_00414_,4.675
_03930_,4.66
_04095_,4.66
_04734_,4.66
_05311_,4.66
_06066_,4.66
_06095_,4.66
net1225,4.66
_00457_,4.645
_00179_,4.635
_00562_,4.625
_00599_,4.625
_00636_,4.625
_00655_,4.625
_00905_,4.625
_01302_,4.625
_01523_,4.625
_07598_,4.625
net562,4.625
net584,4.625
net250,4.61
mem_rdata[25],4.61
mem_rdata[30],4.61
net300,4.61
_00653_,4.605
_01018_,4.6
_03406_,4.6
_03688_,4.6
_05497_,4.6
_05638_,4.6
_05885_,4.6
_06597_,4.6
_06772_,4.6
net473,4.6
net508,4.6
net1656,4.6
net1658,4.6
_00176_,4.585
_00339_,4.585
_01375_,4.585
_01505_,4.585
_02373_,4.585
_00136_,4.58
_01492_,4.58
_02390_,4.58
_03458_,4.58
_05642_,4.58
_07022_,4.58
net1655,4.58
_06498_,4.57
_02722_,4.56
_03005_,4.56
_04127_,4.56
_04775_,4.56
_04858_,4.56
_06235_,4.56
instr_lhu,4.56
_00397_,4.545
_01182_,4.545
_01194_,4.545
_01487_,4.545
_01501_,4.545
_02247_,4.54
_02287_,4.54
_00626_,4.525
_00887_,4.525
_00907_,4.525
_00977_,4.525
_01429_,4.525
_00507_,4.505
_00965_,4.505
_07605_,4.505
_06350_,4.49
_00102_,4.48
_02288_,4.48
_02686_,4.48
_02944_,4.48
_03135_,4.48
_03181_,4.48
_03267_,4.48
_03547_,4.48
_03586_,4.48
_03770_,4.48
_04701_,4.48
_05962_,4.48
_06015_,4.48
_06852_,4.48
net499,4.48
_00233_,4.465
_00096_,4.46
_00751_,4.46
_00823_,4.46
_00837_,4.46
_01688_,4.46
_01751_,4.46
_01767_,4.46
_01913_,4.46
_01946_,4.46
_01965_,4.46
_02060_,4.46
_02065_,4.46
_02443_,4.46
_02530_,4.46
_02855_,4.46
_02947_,4.46
_03141_,4.46
_03224_,4.46
_03281_,4.46
_03410_,4.46
_03420_,4.46
_03582_,4.46
_03620_,4.46
_03791_,4.46
_03949_,4.46
_04173_,4.46
_04555_,4.46
_04933_,4.46
_05050_,4.46
_05144_,4.46
_05210_,4.46
_05252_,4.46
_05351_,4.46
_05353_,4.46
_05427_,4.46
_05444_,4.46
_05719_,4.46
_05723_,4.46
_05902_,4.46
_06002_,4.46
_06219_,4.46
_06338_,4.46
_06418_,4.46
_06534_,4.46
_06657_,4.46
_06677_,4.46
_06929_,4.46
_06973_,4.46
_06988_,4.46
_07227_,4.46
_07374_,4.46
_07425_,4.46
_07538_,4.46
alu_out_q\[9\],4.46
net591,4.46
net1615,4.46
_02733_,4.455
_02337_,4.44
_06957_,4.44
_07103_,4.44
net425,4.44
_00318_,4.425
_00421_,4.425
_00932_,4.425
_00934_,4.425
_01040_,4.425
_01190_,4.425
_01238_,4.425
_00812_,4.42
_01609_,4.42
_01663_,4.42
_01787_,4.42
_01896_,4.42
_02053_,4.42
_02559_,4.42
_03256_,4.42
_03542_,4.42
_04394_,4.42
_04885_,4.42
_05045_,4.42
_05046_,4.42
_05049_,4.42
_05100_,4.42
_05194_,4.42
_05271_,4.42
_05322_,4.42
_05403_,4.42
_05405_,4.42
_05439_,4.42
_05474_,4.42
_05483_,4.42
_05561_,4.42
_05803_,4.42
_06156_,4.42
_06561_,4.42
_06792_,4.42
_07236_,4.42
_07416_,4.42
_07454_,4.42
_07539_,4.42
_00164_,4.415
_00854_,4.395
mem_addr[7],4.39
mem_la_addr[25],4.39
mem_la_read,4.39
mem_la_wdata[23],4.39
mem_la_wdata[3],4.39
mem_la_wdata[8],4.39
pcpi_rs1[17],4.39
_00224_,4.385
_00880_,4.385
_00898_,4.385
_00954_,4.385
_01089_,4.385
_01279_,4.385
_01316_,4.385
_01376_,4.385
_01387_,4.385
_01414_,4.385
_01419_,4.385
_01468_,4.385
net547,4.385
_03372_,4.37
_00035_,4.36
_00399_,4.36
_01146_,4.36
_01699_,4.36
_01835_,4.36
_01923_,4.36
_02043_,4.36
_02470_,4.36
_02851_,4.36
_03078_,4.36
_03782_,4.36
_04140_,4.36
_04354_,4.36
_04765_,4.36
_04916_,4.36
_05275_,4.36
_05309_,4.36
_05597_,4.36
_05821_,4.36
_06021_,4.36
_06039_,4.36
_06049_,4.36
_06111_,4.36
_06665_,4.36
_07413_,4.36
_07474_,4.36
_07479_,4.36
_07527_,4.36
_00099_,4.34
_01650_,4.34
_01698_,4.34
_01727_,4.34
_01758_,4.34
_02050_,4.34
_02056_,4.34
_02155_,4.34
_02280_,4.34
_02340_,4.34
_02363_,4.34
_02392_,4.34
_02457_,4.34
_02527_,4.34
_02593_,4.34
_02874_,4.34
_02894_,4.34
_02948_,4.34
_03172_,4.34
_03426_,4.34
_03532_,4.34
_03964_,4.34
_04160_,4.34
_04212_,4.34
_04275_,4.34
_04351_,4.34
_04675_,4.34
_04785_,4.34
_04961_,4.34
_05030_,4.34
_05181_,4.34
_05246_,4.34
_05468_,4.34
_06201_,4.34
_06223_,4.34
_06300_,4.34
_06618_,4.34
_06647_,4.34
_06733_,4.34
_06822_,4.34
_07008_,4.34
_07193_,4.34
_07423_,4.34
_07463_,4.34
net442,4.34
net455,4.34
net814,4.34
net1027,4.34
net1275,4.34
_01477_,4.335
_00212_,4.325
_00239_,4.325
_00346_,4.325
_01138_,4.325
_01285_,4.325
_01434_,4.325
_01083_,4.32
_02509_,4.32
_03013_,4.32
_03259_,4.32
_00760_,4.305
_02533_,4.3
_00571_,4.295
_00744_,4.295
_00976_,4.295
_01071_,4.295
_00185_,4.265
_00246_,4.265
_00438_,4.265
_00872_,4.265
_00126_,4.26
_01310_,4.26
_01463_,4.26
_00469_,4.24
_00604_,4.24
_00613_,4.24
_00732_,4.24
_01242_,4.24
_02054_,4.24
_02063_,4.24
_04018_,4.24
_04476_,4.24
_06072_,4.24
alu_out_q\[14\],4.24
net634,4.24
net864,4.24
net922,4.24
net958,4.24
net1589,4.24
_02449_,4.22
_04264_,4.22
_06468_,4.22
net36,4.22
_06013_,4.215
_01818_,4.2
_05696_,4.2
_06090_,4.2
_06976_,4.2
_00103_,4.195
_00134_,4.165
_00484_,4.165
_00633_,4.165
_00866_,4.165
_01360_,4.165
_00290_,4.145
_00518_,4.145
_01155_,4.145
_03505_,4.14
_04112_,4.14
_04185_,4.14
_05954_,4.14
_05991_,4.14
_07049_,4.14
net427,4.14
net504,4.14
_00583_,4.12
_02272_,4.12
_03519_,4.12
_04873_,4.12
_06195_,4.12
_06615_,4.12
_02601_,4.1
_02712_,4.1
_03009_,4.1
_04306_,4.1
_04762_,4.1
_04844_,4.1
_06564_,4.1
_06989_,4.1
_00719_,4.095
_03700_,4.08
_00059_,4.065
_00269_,4.065
_00677_,4.065
_00725_,4.045
_00165_,4.025
_00086_,4.02
_00095_,4.02
_00564_,4.02
_01007_,4.02
_01243_,4.02
_02835_,4.02
_03579_,4.02
_03598_,4.02
_03605_,4.02
_03936_,4.02
_04195_,4.02
_04456_,4.02
_04487_,4.02
_04627_,4.02
_04810_,4.02
_05694_,4.02
_05737_,4.02
_05944_,4.02
_06612_,4.02
_06645_,4.02
_06659_,4.02
net458,4.02
net537,4.02
_00646_,4
_00788_,4
_00817_,4
_00828_,4
_00846_,4
_00991_,4
_01542_,4
_01703_,4
_01854_,4
_01861_,4
_02150_,4
_02226_,4
_02588_,4
_02626_,4
_02771_,4
_02885_,4
_02927_,4
_03052_,4
_03089_,4
_03109_,4
_03271_,4
_03454_,4
_03496_,4
_03993_,4
_04050_,4
_04221_,4
_04413_,4
_04600_,4
_04652_,4
_05084_,4
_05148_,4
_05324_,4
_05355_,4
_05380_,4
_05726_,4
_05817_,4
_05929_,4
_06465_,4
_06506_,4
_06914_,4
_06947_,4
_07160_,4
net365,4
net446,4
net465,4
net512,4
_00436_,3.995
_00772_,3.995
_01251_,3.995
_01450_,3.995
_00602_,3.985
_01021_,3.985
_00032_,3.98
_00115_,3.98
_02999_,3.98
_00004_,3.965
_00046_,3.965
_00261_,3.965
_00303_,3.965
_00439_,3.965
_00473_,3.965
_00851_,3.965
_00921_,3.965
_00923_,3.965
_01262_,3.965
_01383_,3.965
net259,3.93
net266,3.93
net286,3.93
net310,3.93
net331,3.93
_00313_,3.925
_00322_,3.925
_00349_,3.925
_00371_,3.925
_00372_,3.925
_00401_,3.925
_00444_,3.925
_00515_,3.925
_00623_,3.925
_00669_,3.925
_00723_,3.925
_00746_,3.925
_00750_,3.925
_00762_,3.925
_00974_,3.925
_01058_,3.925
_01212_,3.925
_01346_,3.925
_01416_,3.925
_01496_,3.925
_01506_,3.925
alu_out\[31\],3.925
_05596_,3.92
_02400_,3.905
_00076_,3.9
_00819_,3.9
_01326_,3.9
_01938_,3.9
_01955_,3.9
_02934_,3.9
_03476_,3.9
_03591_,3.9
_04099_,3.9
_04167_,3.9
_04262_,3.9
_04521_,3.9
_04527_,3.9
_05076_,3.9
_05143_,3.9
_05504_,3.9
_05571_,3.9
_06020_,3.9
_06057_,3.9
_06175_,3.9
_06505_,3.9
_07063_,3.9
_07157_,3.9
_07487_,3.9
net362,3.9
_00070_,3.88
_00085_,3.88
_00125_,3.88
_00808_,3.88
_00913_,3.88
_01549_,3.88
_01582_,3.88
_01804_,3.88
_01836_,3.88
_01841_,3.88
_01878_,3.88
_02047_,3.88
_02935_,3.88
_03001_,3.88
_03048_,3.88
_03129_,3.88
_03305_,3.88
_03466_,3.88
_03722_,3.88
_04265_,3.88
_04284_,3.88
_04316_,3.88
_04335_,3.88
_04341_,3.88
_04384_,3.88
_04428_,3.88
_04447_,3.88
_04449_,3.88
_04463_,3.88
_04553_,3.88
_04680_,3.88
_04825_,3.88
_04912_,3.88
_04998_,3.88
_05109_,3.88
_05296_,3.88
_05314_,3.88
_05579_,3.88
_05587_,3.88
_05592_,3.88
_05623_,3.88
_05799_,3.88
_06159_,3.88
_06193_,3.88
_06394_,3.88
_06750_,3.88
_06877_,3.88
_06991_,3.88
_07191_,3.88
_07205_,3.88
_07288_,3.88
_07403_,3.88
net526,3.88
net551,3.88
net1285,3.88
net1573,3.88
_00264_,3.865
_00276_,3.865
_00842_,3.865
_00847_,3.865
_01141_,3.865
_02397_,3.86
_04936_,3.86
_00383_,3.84
_00337_,3.805
_00343_,3.805
_00594_,3.805
_00663_,3.805
_00889_,3.805
_01181_,3.805
_00067_,3.8
_00161_,3.8
_00171_,3.8
_00191_,3.8
_00258_,3.8
_01073_,3.8
_01131_,3.8
_01170_,3.8
_01228_,3.8
_01258_,3.8
_01288_,3.8
_01417_,3.8
_03326_,3.79
_00665_,3.78
_00911_,3.78
_01189_,3.78
_01202_,3.78
_04636_,3.78
_05557_,3.78
_06029_,3.78
_06045_,3.78
_06208_,3.78
_06634_,3.78
_06856_,3.78
_07003_,3.78
alu_out_q\[12\],3.78
alu_out_q\[15\],3.78
alu_out_q\[20\],3.78
net356,3.78
net774,3.78
net1112,3.78
net1479,3.78
net1489,3.78
net1617,3.78
_02922_,3.77
_02330_,3.76
_02778_,3.76
_03747_,3.76
is_sltiu_bltu_sltu,3.76
_07221_,3.74
alu_out_q\[2\],3.74
net395,3.74
_03061_,3.72
_00374_,3.705
_00400_,3.705
_00552_,3.705
_00572_,3.705
_00596_,3.705
_00946_,3.705
_01045_,3.705
_01290_,3.705
_01352_,3.705
_01364_,3.705
_01388_,3.705
_00247_,3.68
_02816_,3.68
_03003_,3.68
_04285_,3.68
_04524_,3.68
_04623_,3.68
_05819_,3.68
_06136_,3.68
_06409_,3.68
_06434_,3.68
_06661_,3.68
_06702_,3.68
_06960_,3.68
_07047_,3.68
_07109_,3.68
net470,3.68
net484,3.68
net560,3.68
net640,3.68
net886,3.68
_02216_,3.66
_02228_,3.66
_04075_,3.66
_06166_,3.66
_06360_,3.66
_06513_,3.66
_06570_,3.66
net1030,3.66
_02117_,3.64
_03015_,3.64
_03162_,3.64
_04797_,3.64
_00129_,3.625
_00199_,3.625
_00244_,3.625
_00262_,3.625
_00377_,3.625
_00410_,3.625
_00415_,3.625
_00428_,3.625
_00493_,3.625
_00520_,3.625
_00542_,3.625
_00735_,3.625
_00878_,3.625
_00896_,3.625
_00935_,3.625
_01064_,3.625
_01174_,3.625
_01216_,3.625
_01315_,3.625
_01422_,3.625
_01435_,3.625
_01469_,3.625
_01532_,3.625
_00118_,3.605
_00253_,3.605
_02643_,3.6
_00541_,3.585
_01355_,3.585
_01500_,3.585
_02506_,3.56
_02787_,3.56
_03730_,3.56
_03812_,3.56
_05721_,3.56
_06048_,3.56
_06322_,3.56
